sample_name,emergence_date,site,color,batch,predation,temperature,photo_number,snail_number,length,width
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,1,1.34,1.01
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,2,1.25,1.05
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,3,1.41,1.15
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,4,1.4,0.99
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,5,1.4,1.12
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,6,1.41,1.03
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,7,1.45,1.13
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,8,1.35,1.08
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,9,1.39,1.13
CRB5,20250714,Castle Rock,Blue,5,Crab,Ambient,57,10,1.37,1.18
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,1,0.91,0.82
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,2,1.18,1.04
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,3,0.99,0.79
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,4,1.14,0.96
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,5,1.14,1
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,6,1.19,1.08
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,7,0.88,0.8
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,8,1.11,0.94
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,9,1.1,0.96
CRG1,20250714,Castle Rock,Green,1,No crab,Ambient,52,10,1.04,0.92
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,1,1.21,1.05
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,2,0.92,0.83
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,3,1.12,0.96
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,4,1.19,1.01
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,5,1.19,0.9
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,6,1.07,0.88
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,7,0.99,0.74
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,8,0.8,0.67
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,9,1.23,1.08
CRG5,20250714,Castle Rock,Green,5,No crab,Ambient,54,10,1,0.88
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,1,1.13,0.94
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,2,1.12,0.93
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,3,1.34,1.04
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,4,1.19,1.07
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,5,1,0.86
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,6,1.15,0.99
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,7,1.24,0.99
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,8,1.2,0.96
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,9,1.17,1
CRP6,20250714,Castle Rock,Pink,6,No crab,Heated,51,10,1.18,0.96
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,1,1.02,0.8
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,2,1.02,0.84
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,3,1.17,0.86
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,4,1.28,0.99
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,5,0.88,0.74
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,6,0.93,0.79
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,7,1.06,0.85
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,8,1.01,0.83
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,9,1.11,0.85
CRR2,20250714,Castle Rock,Red,2,Crab,Heated,55,10,1.06,0.84
CRR6,20250714,Castle Rock,Red,6,Crab,Heated,60,1,1.31,1.15
CRR6,20250714,Castle Rock,Red,6,Crab,Heated,60,2,1.33,1.11
CRR6,20250714,Castle Rock,Red,6,Crab,Heated,60,3,1.19,0.97
CRR6,20250714,Castle Rock,Red,6,Crab,Heated,60,4,1.28,1.06
CRR6,20250714,Castle Rock,Red,6,Crab,Heated,60,5,1.24,0.87
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,1,1.17,0.9
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,2,1.15,0.98
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,3,1.19,0.94
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,4,1.33,0.96
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,5,1.1,0.87
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,6,1.13,0.95
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,7,1.25,0.93
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,8,1.3,1.03
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,9,0.92,0.8
BRB5,20250716,Bass Rock,Blue,5,Crab,Ambient,69,10,1.08,0.87
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,1,1.22,0.94
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,2,1.28,0.97
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,3,1.29,0.96
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,4,1.25,1.03
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,5,1.31,0.99
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,6,1.25,0.97
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,7,1.3,1.12
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,8,1.29,1.09
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,9,1.29,1.03
BRG5,20250716,Bass Rock,Green,5,No crab,Ambient,65,10,1.17,0.93
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,1,1.03,0.82
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,2,0.9,0.73
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,3,0.84,0.7
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,4,0.83,0.69
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,5,0.97,0.85
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,6,0.9,0.7
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,7,0.77,0.7
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,8,0.94,0.72
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,9,0.77,0.64
BRR5,20250716,Bass Rock,Red,5,Crab,Heated,64,10,0.84,0.77
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,1,1.14,0.93
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,2,1.13,0.91
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,3,1.1,0.83
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,4,1.18,1.04
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,5,1.1,0.77
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,6,1.01,0.82
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,7,1.06,0.71
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,8,1,0.79
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,9,1.09,0.89
CRB1,20250716,Castle Rock,Blue,1,Crab,Ambient,70,10,1.27,1.03
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,1,1.09,0.94
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,2,1.08,0.89
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,3,1.19,0.97
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,4,1.19,0.89
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,5,1.23,0.99
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,6,0.89,0.72
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,7,1.14,0.96
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,8,1.3,0.97
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,9,1.18,0.98
CRG2,20250716,Castle Rock,Green,2,No crab,Ambient,67,10,1.11,0.88
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,1,1.57,1.22
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,2,1.29,1.02
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,3,1.35,1.18
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,4,1.62,1.24
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,5,1.47,1.16
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,6,1.48,1.17
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,7,1.37,1.1
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,8,1.23,1
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,9,1.58,1.26
CRG4,20250716,Castle Rock,Green,4,No crab,Ambient,63,10,1.44,1.05
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,1,1.43,1.17
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,2,1.21,1.04
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,3,1.22,0.97
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,4,1.4,1.04
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,5,0.88,0.73
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,6,1.23,1.03
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,7,1.05,0.84
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,8,1.12,0.97
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,9,1.1,0.78
CRR1,20250716,Castle Rock,Red,1,Crab,Heated,66,10,1.35,1.02
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,1,0.99,0.84
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,2,1.22,0.94
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,3,1.24,0.91
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,4,1.27,0.99
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,5,1.05,0.87
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,6,1.24,0.9
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,7,1.07,0.86
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,8,1.14,0.98
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,9,1.08,0.86
RIG5,20250716,Ram Island,Green,5,No crab,Ambient,62,10,1.18,0.98
RIR6,20250716,Ram Island,Red,6,Crab,Heated,68,1,1.49,0.98
RIR6,20250716,Ram Island,Red,6,Crab,Heated,68,2,1.23,0.92
RIR6,20250716,Ram Island,Red,6,Crab,Heated,68,3,1.33,1.06
RIR6,20250716,Ram Island,Red,6,Crab,Heated,68,4,1.51,1.12
RIR6,20250716,Ram Island,Red,6,Crab,Heated,68,5,1.45,1.09
RIR6,20250716,Ram Island,Red,6,Crab,Heated,68,6,1.13,0.97
RIR6,20250716,Ram Island,Red,6,Crab,Heated,68,7,1.42,1.12
RIR6,20250716,Ram Island,Red,6,Crab,Heated,68,8,1.44,1.15
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,1,1.24,0.96
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,2,1.5,1.1
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,3,1.51,1.08
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,4,1.42,1.06
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,5,1.28,1.05
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,6,1.18,0.91
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,7,1.57,1.2
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,8,1.29,0.98
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,9,1.49,1.12
BRG3,20250718,Bass Rock,Green,3,No crab,Ambient,77,10,1.22,0.93
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,1,1.41,1.04
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,2,1.31,0.94
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,3,1.52,1.02
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,4,1.45,1.04
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,5,1.46,1.14
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,6,1.59,1.21
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,7,1.43,0.98
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,8,1.37,1.12
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,9,1.21,0.98
CRB2,20250718,Castle Rock,Blue,2,Crab,Ambient,73,10,1.1,0.76
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,1,1.4,1.13
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,2,1.22,0.9
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,3,1.36,0.96
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,4,0.94,0.73
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,5,0.96,0.69
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,6,1.29,0.98
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,7,1.31,1.06
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,8,1.46,1.1
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,9,1.44,1.14
CRG6,20250718,Castle Rock,Green,6,No crab,Ambient,76,10,1.26,0.92
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,1,1.4,0.96
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,2,1.43,1.13
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,3,1.5,1.21
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,4,1.08,0.82
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,5,1.34,0.99
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,6,1.24,0.96
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,7,1.48,1.02
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,8,1.4,1.08
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,9,1.51,1.11
CRR5,20250718,Castle Rock,Red,5,Crab,Heated,71,10,1.46,1.1
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,1,1.06,0.85
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,2,1.04,0.79
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,3,0.96,0.68
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,4,1.16,0.91
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,5,1.02,0.79
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,6,1.09,0.75
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,7,1.06,0.95
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,8,1.08,0.78
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,9,1,0.8
RIG1,20250718,Ram Island,Green,1,No crab,Ambient,72,10,1.1,0.91
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,1,1.2,0.9
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,2,1.11,0.9
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,3,1.14,0.91
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,4,1.12,0.83
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,5,1.15,0.81
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,6,0.99,0.75
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,7,1.18,0.91
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,8,1.09,0.79
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,9,1.02,0.81
RIG6,20250718,Ram Island,Green,6,No crab,Ambient,74,10,1.16,0.85
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,1,0.88,0.69
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,2,0.96,0.68
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,3,1.13,0.81
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,4,0.95,0.68
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,5,0.93,0.7
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,6,0.95,0.7
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,7,0.89,0.71
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,8,0.93,0.72
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,9,0.99,0.77
RIP1,20250718,Ram Island,Pink,1,No crab,Heated,75,10,0.87,0.61
RIB6,20250725,Ram Island,Blue,6,Crab,Ambient,78,1,1.54,1.19
RIB6,20250725,Ram Island,Blue,6,Crab,Ambient,78,2,1.18,1.16
RIB6,20250725,Ram Island,Blue,6,Crab,Ambient,78,3,1.66,1.27
RIB6,20250725,Ram Island,Blue,6,Crab,Ambient,78,4,1.27,0.74
CRB6,20250730,Castle Rock,Blue,6,Crab,Ambient,79,1,0.91,0.64
CRB6,20250730,Castle Rock,Blue,6,Crab,Ambient,79,2,0.73,0.58
CRB6,20250730,Castle Rock,Blue,6,Crab,Ambient,79,3,0.97,0.72
CRB6,20250730,Castle Rock,Blue,6,Crab,Ambient,79,4,0.93,0.69
